ITERATION,APPLE,MICROSOFT,GOOGLE,BERKLEY
68,0.09104728698730469,0.0876166820526123,0.08884596824645996,0.08806514739990234
69,0.08838701248168945,0.08979511260986328,0.08785581588745117,0.0873270034790039
70,0.08976101875305176,0.0883631706237793,0.08716797828674316,0.08717679977416992
71,0.0889129638671875,0.08665585517883301,0.08535051345825195,0.08742928504943848
72,0.3015742301940918,0.0872640609741211,0.08769416809082031,0.08738565444946289
73,0.08992958068847656,0.08710718154907227,0.08763980865478516,0.08732366561889648
74,0.08838844299316406,0.08974671363830566,0.0883486270904541,0.08660531044006348
75,0.09031224250793457,0.08622598648071289,0.08683061599731445,0.08704829216003418
76,0.08869814872741699,0.08741450309753418,0.08598995208740234,0.08601021766662598
77,0.0881192684173584,0.08542990684509277,0.0864710807800293,0.08699774742126465
78,0.08899998664855957,0.08484673500061035,0.08482599258422852,0.08550071716308594
79,0.08880782127380371,0.0848226547241211,0.08646869659423828,0.08616423606872559
80,0.08613228797912598,0.08780980110168457,0.08596563339233398,0.08551168441772461
81,0.08767390251159668,0.08530688285827637,0.08642864227294922,0.08506512641906738
82,0.08441519737243652,0.08537054061889648,0.08454656600952148,0.08420991897583008
83,0.0852353572845459,0.08512711524963379,0.08891105651855469,0.08638262748718262
84,0.08741617202758789,0.08469581604003906,0.08544659614562988,0.08432531356811523
85,0.08378386497497559,0.08706283569335938,0.08426451683044434,0.08468294143676758
86,0.08623313903808594,0.08371353149414062,0.0828244686126709,0.08337640762329102
87,0.07727575302124023,0.07439494132995605,0.07435965538024902,0.07577657699584961
88,0.07522201538085938,0.07297730445861816,0.07291126251220703,0.07196593284606934
89,0.07192325592041016,0.07188224792480469,0.07207870483398438,0.07175469398498535
90,0.07216453552246094,0.07224631309509277,0.07201242446899414,0.07159161567687988
91,0.07397675514221191,0.0714271068572998,0.07066226005554199,0.07046771049499512
92,0.07020020484924316,0.0693519115447998,0.0699152946472168,0.06933069229125977
93,0.07075619697570801,-0.03560519218444824,0.06539130210876465,0.06967711448669434
94,0.07025432586669922,0.06993246078491211,0.06911730766296387,0.0685572624206543
95,0.07050204277038574,0.06908655166625977,0.06769084930419922,0.06874513626098633
96,0.06783199310302734,0.06708884239196777,0.06840085983276367,0.0671541690826416
97,0.07172369956970215,0.06668424606323242,0.06760239601135254,0.06780648231506348
98,0.07096982002258301,0.06668281555175781,0.06741762161254883,0.06700515747070312
99,0.06770181655883789,0.06573343276977539,0.06807112693786621,0.06710267066955566
100,0.06683492660522461,0.06505417823791504,0.0662226676940918,0.06634283065795898
101,0.06895327568054199,0.06422901153564453,0.06568098068237305,0.06528592109680176
102,0.06873321533203125,0.0646367073059082,0.0654764175415039,0.06519246101379395
103,0.06719803810119629,0.06436443328857422,0.0647573471069336,0.06372618675231934
104,0.06495237350463867,0.0643165111541748,0.06346631050109863,0.0633687973022461
105,0.06221461296081543,0.062421321868896484,0.06356310844421387,0.06276440620422363
106,0.0630033016204834,0.06330490112304688,0.06282758712768555,0.06379246711730957
107,0.061923980712890625,0.06144285202026367,0.0627279281616211,0.0615079402923584
108,0.06469273567199707,0.05994749069213867,0.06057167053222656,0.06226229667663574
109,0.06363964080810547,0.0614161491394043,0.060567617416381836,0.059644222259521484
110,0.06500577926635742,0.060156822204589844,0.059934377670288086,0.06036090850830078
111,0.05976295471191406,0.06038308143615723,0.05913805961608887,0.059473276138305664
112,0.06321120262145996,0.05798530578613281,0.05874824523925781,0.05939340591430664
113,0.05976295471191406,0.05844378471374512,0.038869619369506836,0.05863070487976074
114,0.05792689323425293,0.0559844970703125,0.05774068832397461,0.05862259864807129
115,0.057567596435546875,0.05925893783569336,0.056885719299316406,0.05663466453552246
